TimeStamp,Milliseconds,ReferentNumber,L_Wrist Root_W,L_forearm Stub_W,L_Thumb Tip_W,L_Thumb 0_W, L_Thumb 1_W, L_Thumb 2_W, L_Thumb 3_W, L_Index Tip_W, L_Index 1_W, L_Index 2_W, L_Index 3_W, L_Middle Tip_W, L_Middle 1_W, L_Middle 2_W,L_Middle 3_W, L_Ring Tip_W, L_Rign 1_W, L_Ring 2_W, L_Ring 3_W, L_Pinky Tip_W, L_Pinky 0_W, L_Pinky 1_W, L_Pinky 2_W, L_Pinky 3_W,L_Wrist Root_C,L_forearm Stub_C,L_Thumb Tip_C,L_Thumb 0_C, L_Thumb 1_C, L_Thumb 2_C, L_Thumb 3_C, L_Index Tip_C, L_Index 1_C, L_Index 2_C, L_Index 3_C, L_Middle Tip_C, L_Middle 1_C, L_Middle 2_C,L_Middle 3_C, L_Ring Tip_C, L_Rign 1_C, L_Ring 2_C, L_Ring 3_C, L_Pinky Tip_C, L_Pinky 0_C, L_Pinky 1_C, L_Pinky 2_C, L_Pinky 3_C,R_Wrist Root_W,R_forearm Stub_W,R_Thumb Tip_W,R_Thumb 0_W, R_Thumb 1_W, R_Thumb 2_W, R_Thumb 3_W, R_Index Tip_W, R_Index 1_W, R_Index 2_W, R_Index 3_W, R_Middle Tip_W, R_Middle 1_W, R_Middle 2_W,R_Middle 3_W, R_Ring Tip_W, R_Rign 1_W, R_Ring 2_W, R_Ring 3_W, R_Pinky Tip_W, R_Pinky 0_W, R_Pinky 1_W, R_Pinky 2_W, R_Pinky 3_W,R_Wrist Root_C,R_forearm Stub_C,R_Thumb Tip_C,R_Thumb 0_C, R_Thumb 1_C, R_Thumb 2_C, R_Thumb 3_C, R_Index Tip_C, R_Index 1_C, R_Index 2_C, R_Index 3_C, R_Middle Tip_C, R_Middle 1_C, R_Middle 2_C,R_Middle 3_C, R_Ring Tip_C, R_Rign 1_C, R_Ring 2_C, R_Ring 3_C, R_Pinky Tip_C, R_Pinky 0_C, R_Pinky 1_C, R_Pinky 2_C, R_Pinky 3_C
1717420084,376,16,X=23.001 Y=11.835 Z=-54.658,X=23.001 Y=11.835 Z=-54.658,X=34.907 Y=5.154 Z=-55.569,X=25.095 Y=10.401 Z=-54.812,X=26.703 Y=8.507 Z=-54.728,X=29.279 Y=6.538 Z=-54.957,X=32.522 Y=5.609 Z=-55.156,X=38.387 Y=6.967 Z=-55.797,X=31.929 Y=8.794 Z=-51.611,X=35.581 Y=7.991 Z=-52.245,X=37.226 Y=7.388 Z=-53.929,X=39.942 Y=9.281 Z=-55.629,X=32.060 Y=11.023 Z=-51.681,X=36.309 Y=10.582 Z=-52.102,X=38.404 Y=9.948 Z=-53.775,X=38.995 Y=11.314 Z=-56.230,X=31.799 Y=12.810 Z=-52.713,X=35.694 Y=12.973 Z=-52.818,X=37.719 Y=12.302 Z=-54.402,X=36.813 Y=13.365 Z=-56.871,X=26.824 Y=13.599 Z=-54.914,X=31.251 Y=14.384 Z=-54.126,X=34.241 Y=15.088 Z=-54.076,X=35.691 Y=14.523 Z=-55.381,X=0.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=0.000,X=-4.541 Y=-11.311 Z=-6.216,X=-1.050 Y=-2.007 Z=-1.155,X=-2.665 Y=-3.663 Z=-2.064,X=-4.145 Y=-6.133 Z=-3.574,X=-4.534 Y=-9.176 Z=-4.990,X=-2.248 Y=-14.403 Z=-7.015,X=-2.355 Y=-9.600 Z=-0.732,X=-2.466 Y=-12.877 Z=-2.638,X=-2.431 Y=-13.904 Z=-4.840,X=0.164 Y=-15.783 Z=-6.732,X=-0.173 Y=-9.565 Z=-0.254,X=0.100 Y=-13.453 Z=-2.053,X=0.167 Y=-14.909 Z=-4.391,X=2.125 Y=-14.569 Z=-6.463,X=1.747 Y=-8.869 Z=-0.653,X=2.480 Y=-12.492 Z=-1.897,X=2.481 Y=-13.913 Z=-4.142,X=3.937 Y=-12.178 Z=-5.849,X=2.300 Y=-3.407 Z=-0.942,X=3.505 Y=-7.790 Z=-1.369,X=4.598 Y=-10.578 Z=-2.053,X=4.555 Y=-11.546 Z=-3.839,P=-19.333899 Y=176.384153 R=76.074921,P=-19.333899 Y=176.384153 R=76.074921,P=11.646006 Y=171.392223 R=170.792051,P=-1.925324 Y=130.390871 R=136.165640,P=4.069451 Y=142.655185 R=168.769958,P=3.432616 Y=164.088905 R=160.583554,P=11.646007 Y=171.392223 R=170.792051,P=58.779846 Y=157.285103 R=71.164159,P=9.609273 Y=167.656043 R=81.995262,P=43.877437 Y=159.929141 R=75.204694,P=58.779846 Y=157.285103 R=71.164159,P=49.731640 Y=153.553980 R=55.917896,P=5.672166 Y=174.110461 R=74.696719,P=37.466979 Y=163.204597 R=69.008269,P=49.731640 Y=153.553980 R=55.917896,P=50.540967 Y=137.037401 R=36.695758,P=1.621025 Y=-177.575093 R=67.638861,P=36.726723 Y=161.639195 R=55.516002,P=50.540965 Y=137.037406 R=36.695761,P=44.430652 Y=130.087200 R=16.842395,P=-9.911998 Y=-169.882872 R=48.436452,P=-0.846395 Y=-166.712770 R=58.171765,P=40.042849 Y=158.649993 R=36.119942,P=44.430652 Y=130.087200 R=16.842395,P=0.000000 Y=90.000000 R=89.999999,P=0.000000 Y=90.000000 R=89.999999,P=31.260208 Y=92.739597 R=-174.863763,P=21.428998 Y=45.708652 R=132.227188,P=27.701379 Y=59.047429 R=170.175288,P=24.796813 Y=82.721128 R=171.165071,P=31.260210 Y=92.739598 R=-174.863763,P=78.945609 Y=110.965497 R=110.780337,P=30.136121 Y=88.034142 R=94.625519,P=64.970545 Y=91.935701 R=94.495595,P=78.945609 Y=110.965497 R=110.780337,P=71.919752 Y=85.807607 R=74.154003,P=24.805554 Y=94.001641 R=89.225124,P=58.104515 Y=92.609634 R=86.754318,P=71.919752 Y=85.807607 R=74.154003,P=74.159073 Y=49.684752 R=32.992052,P=18.664387 Y=101.428569 R=84.394770,P=57.763888 Y=89.951697 R=71.953738,P=74.159071 Y=49.684762 R=32.992062,P=67.508261 Y=37.672608 R=6.902112,P=5.368746 Y=105.384589 R=66.581603,P=12.940231 Y=111.364410 R=77.569407,P=61.602966 Y=87.330932 R=52.151085,P=67.508261 Y=37.672608 R=6.902112
1717420084,390,16,X=23.006 Y=11.839 Z=-54.664,X=23.006 Y=11.839 Z=-54.664,X=34.914 Y=5.160 Z=-55.562,X=25.100 Y=10.405 Z=-54.816,X=26.708 Y=8.512 Z=-54.730,X=29.286 Y=6.544 Z=-54.954,X=32.530 Y=5.616 Z=-55.151,X=38.389 Y=6.974 Z=-55.800,X=31.934 Y=8.804 Z=-51.612,X=35.586 Y=8.002 Z=-52.248,X=37.230 Y=7.397 Z=-53.932,X=39.950 Y=9.290 Z=-55.626,X=32.065 Y=11.034 Z=-51.686,X=36.314 Y=10.594 Z=-52.103,X=38.410 Y=9.959 Z=-53.774,X=39.009 Y=11.327 Z=-56.223,X=31.804 Y=12.819 Z=-52.720,X=35.698 Y=12.986 Z=-52.820,X=37.727 Y=12.315 Z=-54.400,X=36.824 Y=13.377 Z=-56.872,X=26.828 Y=13.603 Z=-54.922,X=31.255 Y=14.390 Z=-54.135,X=34.244 Y=15.099 Z=-54.083,X=35.697 Y=14.534 Z=-55.384,X=0.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=0.000,X=-4.540 Y=-11.314 Z=-6.213,X=-1.050 Y=-2.007 Z=-1.155,X=-2.664 Y=-3.663 Z=-2.064,X=-4.143 Y=-6.134 Z=-3.574,X=-4.533 Y=-9.178 Z=-4.988,X=-2.246 Y=-14.399 Z=-7.018,X=-2.355 Y=-9.600 Z=-0.732,X=-2.465 Y=-12.876 Z=-2.640,X=-2.430 Y=-13.901 Z=-4.843,X=0.166 Y=-15.787 Z=-6.728,X=-0.173 Y=-9.565 Z=-0.254,X=0.101 Y=-13.454 Z=-2.050,X=0.169 Y=-14.911 Z=-4.387,X=2.131 Y=-14.582 Z=-6.453,X=1.747 Y=-8.869 Z=-0.653,X=2.482 Y=-12.493 Z=-1.891,X=2.484 Y=-13.920 Z=-4.133,X=3.944 Y=-12.186 Z=-5.842,X=2.300 Y=-3.407 Z=-0.942,X=3.505 Y=-7.790 Z=-1.369,X=4.599 Y=-10.579 Z=-2.049,X=4.559 Y=-11.550 Z=-3.832,P=-19.357842 Y=176.321302 R=76.067004,P=-19.357842 Y=176.321302 R=76.067004,P=11.596555 Y=171.320585 R=170.779185,P=-1.937408 Y=130.336365 R=136.177274,P=4.027781 Y=142.607544 R=168.782557,P=3.381991 Y=164.019629 R=160.577324,P=11.596555 Y=171.320585 R=170.779185,P=58.792961 Y=157.208975 R=71.141759,P=9.617373 Y=167.599016 R=81.987150,P=43.875575 Y=159.868049 R=75.194415,P=58.792961 Y=157.208975 R=71.141759,P=49.676777 Y=153.520732 R=55.933080,P=5.618677 Y=174.064325 R=74.687271,P=37.406307 Y=163.163157 R=69.011267,P=49.676777 Y=153.520732 R=55.933080,P=50.441361 Y=137.137755 R=36.830793,P=1.540383 Y=-177.604212 R=67.626127,P=36.610469 Y=161.653939 R=55.556358,P=50.441361 Y=137.137755 R=36.830793,P=44.369626 Y=130.202794 R=16.990143,P=-9.933489 Y=-169.946074 R=48.423309,P=-0.925087 Y=-166.734201 R=58.159831,P=39.952226 Y=158.691725 R=36.188823,P=44.369626 Y=130.202794 R=16.990143,P=0.000000 Y=90.000000 R=89.999999,P=0.000000 Y=90.000000 R=89.999999,P=31.237266 Y=92.726748 R=-174.876806,P=21.439681 Y=45.720102 R=132.231352,P=27.683352 Y=59.066461 R=170.188412,P=24.772282 Y=82.711975 R=171.157426,P=31.237266 Y=92.726748 R=-174.876806,P=78.978950 Y=111.067944 R=110.867197,P=30.166264 Y=88.052570 R=94.628951,P=64.991325 Y=91.961486 R=94.505920,P=78.978950 Y=111.067944 R=110.867197,P=71.885408 Y=85.835620 R=74.169684,P=24.772231 Y=94.014754 R=89.225757,P=58.064401 Y=92.625447 R=86.757573,P=71.885408 Y=85.835620 R=74.169684,P=74.089035 Y=50.060752 R=33.354844,P=18.598655 Y=101.448030 R=84.397202,P=57.658012 Y=90.020126 R=72.004957,P=74.089035 Y=50.060752 R=33.354844,P=67.490467 Y=38.001316 R=7.218203,P=5.368739 Y=105.384595 R=66.581599,P=12.871003 Y=111.387052 R=77.577326,P=61.517297 Y=87.458403 R=52.263027,P=67.490467 Y=38.001316 R=7.218203
1717420084,404,16,X=23.012 Y=11.843 Z=-54.671,X=23.012 Y=11.843 Z=-54.671,X=34.922 Y=5.167 Z=-55.563,X=25.106 Y=10.410 Z=-54.821,X=26.715 Y=8.518 Z=-54.733,X=29.294 Y=6.550 Z=-54.956,X=32.538 Y=5.623 Z=-55.152,X=38.397 Y=6.978 Z=-55.801,X=31.941 Y=8.814 Z=-51.615,X=35.592 Y=8.011 Z=-52.250,X=37.237 Y=7.404 Z=-53.934,X=39.961 Y=9.298 Z=-55.621,X=32.071 Y=11.044 Z=-51.692,X=36.321 Y=10.605 Z=-52.104,X=38.419 Y=9.968 Z=-53.772,X=39.024 Y=11.338 Z=-56.217,X=31.809 Y=12.828 Z=-52.728,X=35.704 Y=12.998 Z=-52.823,X=37.737 Y=12.328 Z=-54.398,X=36.840 Y=13.394 Z=-56.872,X=26.833 Y=13.608 Z=-54.931,X=31.261 Y=14.397 Z=-54.146,X=34.248 Y=15.111 Z=-54.090,X=35.706 Y=14.549 Z=-55.388,X=0.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=0.000,X=-4.538 Y=-11.314 Z=-6.215,X=-1.050 Y=-2.007 Z=-1.155,X=-2.664 Y=-3.664 Z=-2.065,X=-4.142 Y=-6.134 Z=-3.575,X=-4.531 Y=-9.178 Z=-4.990,X=-2.247 Y=-14.399 Z=-7.018,X=-2.355 Y=-9.600 Z=-0.732,X=-2.466 Y=-12.875 Z=-2.640,X=-2.430 Y=-13.901 Z=-4.843,X=0.166 Y=-15.795 Z=-6.722,X=-0.173 Y=-9.565 Z=-0.254,X=0.101 Y=-13.456 Z=-2.047,X=0.169 Y=-14.916 Z=-4.382,X=2.135 Y=-14.593 Z=-6.443,X=1.747 Y=-8.869 Z=-0.653,X=2.483 Y=-12.495 Z=-1.885,X=2.487 Y=-13.926 Z=-4.124,X=3.956 Y=-12.199 Z=-5.833,X=2.300 Y=-3.407 Z=-0.942,X=3.505 Y=-7.790 Z=-1.369,X=4.603 Y=-10.579 Z=-2.043,X=4.566 Y=-11.555 Z=-3.824,P=-19.361840 Y=176.364772 R=75.978718,P=-19.361840 Y=176.364772 R=75.978718,P=11.557369 Y=171.311671 R=170.687432,P=-1.987573 Y=130.366472 R=136.121751,P=3.959198 Y=142.637867 R=168.722309,P=3.332251 Y=164.027206 R=160.493297,P=11.557371 Y=171.311671 R=170.687432,P=58.815680 Y=157.075445 R=70.961274,P=9.641780 Y=167.608100 R=81.899728,P=43.883326 Y=159.808196 R=75.072566,P=58.815680 Y=157.075445 R=70.961274,P=49.606971 Y=153.478693 R=55.830615,P=5.576618 Y=174.092029 R=74.600980,P=37.343291 Y=163.143576 R=68.916800,P=49.606971 Y=153.478693 R=55.830615,P=50.295204 Y=137.257238 R=36.875473,P=1.471808 Y=-177.548434 R=67.539947,P=36.476825 Y=161.703607 R=55.507202,P=50.295205 Y=137.257239 R=36.875473,P=44.260130 Y=130.360988 R=17.066659,P=-9.917605 Y=-169.917543 R=48.340203,P=-0.979983 Y=-166.662457 R=58.081834,P=39.843290 Y=158.769244 R=36.169487,P=44.260130 Y=130.360988 R=17.066659,P=0.000000 Y=90.000000 R=89.999999,P=0.000000 Y=90.000000 R=89.999999,P=31.211743 Y=92.711772 R=-174.890740,P=21.453129 Y=45.734201 R=132.236492,P=27.663817 Y=59.089343 R=170.204567,P=24.745050 Y=82.704224 R=171.150925,P=31.211745 Y=92.711772 R=-174.890740,P=79.026946 Y=111.207392 R=110.990034,P=30.204383 Y=88.072724 R=94.633087,P=65.024181 Y=91.991824 R=94.519646,P=79.026946 Y=111.207392 R=110.990034,P=71.846771 Y=85.865266 R=74.186953,P=24.733156 Y=94.028068 R=89.226399,P=58.019532 Y=92.641548 R=86.760996,P=71.846771 Y=85.865267 R=74.186954,P=74.005301 Y=50.497210 R=33.777685,P=18.515715 Y=101.469799 R=84.400077,P=57.532247 Y=90.098255 R=72.064574,P=74.005302 Y=50.497212 R=33.777686,P=67.468023 Y=38.385680 R=7.588474,P=5.368742 Y=105.384600 R=66.581602,P=12.781221 Y=111.415633 R=77.587458,P=61.413067 Y=87.610370 R=52.396565,P=67.468023 Y=38.385680 R=7.588474
1717420084,418,16,X=23.019 Y=11.849 Z=-54.680,X=23.019 Y=11.849 Z=-54.680,X=34.931 Y=5.175 Z=-55.566,X=25.114 Y=10.415 Z=-54.828,X=26.724 Y=8.524 Z=-54.738,X=29.303 Y=6.557 Z=-54.960,X=32.547 Y=5.632 Z=-55.155,X=38.405 Y=6.983 Z=-55.802,X=31.948 Y=8.825 Z=-51.620,X=35.600 Y=8.020 Z=-52.253,X=37.245 Y=7.411 Z=-53.936,X=39.975 Y=9.305 Z=-55.616,X=32.078 Y=11.054 Z=-51.699,X=36.329 Y=10.616 Z=-52.106,X=38.430 Y=9.978 Z=-53.770,X=39.040 Y=11.351 Z=-56.210,X=31.817 Y=12.837 Z=-52.738,X=35.711 Y=13.010 Z=-52.825,X=37.748 Y=12.340 Z=-54.395,X=36.860 Y=13.414 Z=-56.871,X=26.841 Y=13.614 Z=-54.942,X=31.268 Y=14.404 Z=-54.157,X=34.254 Y=15.124 Z=-54.097,X=35.717 Y=14.566 Z=-55.391,X=0.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=0.000,X=-4.535 Y=-11.314 Z=-6.218,X=-1.050 Y=-2.007 Z=-1.155,X=-2.663 Y=-3.664 Z=-2.065,X=-4.141 Y=-6.134 Z=-3.577,X=-4.527 Y=-9.178 Z=-4.992,X=-2.249 Y=-14.400 Z=-7.018,X=-2.355 Y=-9.600 Z=-0.732,X=-2.467 Y=-12.875 Z=-2.640,X=-2.431 Y=-13.901 Z=-4.843,X=0.166 Y=-15.803 Z=-6.714,X=-0.173 Y=-9.565 Z=-0.254,X=0.101 Y=-13.458 Z=-2.043,X=0.168 Y=-14.921 Z=-4.376,X=2.140 Y=-14.606 Z=-6.431,X=1.747 Y=-8.869 Z=-0.653,X=2.485 Y=-12.497 Z=-1.878,X=2.491 Y=-13.933 Z=-4.114,X=3.971 Y=-12.212 Z=-5.823,X=2.300 Y=-3.407 Z=-0.942,X=3.505 Y=-7.790 Z=-1.369,X=4.607 Y=-10.578 Z=-2.037,X=4.575 Y=-11.560 Z=-3.815,P=-19.368597 Y=176.399546 R=75.900427,P=-19.368597 Y=176.399546 R=75.900427,P=11.549887 Y=171.298952 R=170.625186,P=-2.034022 Y=130.389346 R=136.074838,P=3.926337 Y=142.655161 R=168.672994,P=3.322134 Y=164.051647 R=160.436327,P=11.549887 Y=171.298952 R=170.625186,P=58.773646 Y=156.976096 R=70.843164,P=9.629867 Y=167.594604 R=81.829833,P=43.848664 Y=159.747350 R=74.983566,P=58.773646 Y=156.976096 R=70.843164,P=49.514631 Y=153.451613 R=55.765655,P=5.514121 Y=174.104813 R=74.529267,P=37.252686 Y=163.126573 R=68.848302,P=49.514628 Y=153.451616 R=55.765657,P=50.161277 Y=137.359198 R=36.920770,P=1.385441 Y=-177.497388 R=67.464096,P=36.348518 Y=161.744477 R=55.468176,P=50.161277 Y=137.359199 R=36.920771,P=44.139252 Y=130.625333 R=17.210493,P=-9.906664 Y=-169.895918 R=48.265732,P=-1.041365 Y=-166.562847 R=58.009931,P=39.703386 Y=158.933671 R=36.196699,P=44.139252 Y=130.625333 R=17.210493,P=0.000000 Y=90.000000 R=90.000000,P=0.000000 Y=90.000000 R=90.000000,P=31.218962 Y=92.706122 R=-174.880105,P=21.465320 Y=45.746696 R=132.241058,P=27.677263 Y=59.103779 R=170.218909,P=24.753452 Y=82.728053 R=171.173615,P=31.218962 Y=92.706122 R=-174.880105,P=79.017331 Y=111.176228 R=110.968788,P=30.212472 Y=88.063040 R=94.633004,P=65.018345 Y=91.980628 R=94.518408,P=79.017331 Y=111.176228 R=110.968788,P=71.783986 Y=85.887806 R=74.213147,P=24.679274 Y=94.025133 R=89.226266,P=57.948888 Y=92.642344 R=86.764778,P=71.783982 Y=85.887809 R=74.213150,P=73.928423 Y=50.875428 R=34.148855,P=18.419192 Y=101.487440 R=84.402900,P=57.414263 Y=90.163244 R=72.117444,P=73.928424 Y=50.875430 R=34.148857,P=67.440491 Y=38.967327 R=8.124737,P=5.368742 Y=105.384591 R=66.581600,P=12.679161 Y=111.475850 R=77.603024,P=61.260435 Y=87.872074 R=52.606425,P=67.440491 Y=38.967327 R=8.124737
1717420084,432,16,X=23.016 Y=11.845 Z=-54.688,X=23.016 Y=11.845 Z=-54.688,X=34.928 Y=5.174 Z=-55.593,X=25.110 Y=10.412 Z=-54.839,X=26.721 Y=8.521 Z=-54.752,X=29.300 Y=6.555 Z=-54.978,X=32.545 Y=5.631 Z=-55.179,X=38.401 Y=6.978 Z=-55.829,X=31.949 Y=8.822 Z=-51.640,X=35.599 Y=8.016 Z=-52.278,X=37.242 Y=7.407 Z=-53.962,X=39.976 Y=9.304 Z=-55.636,X=32.078 Y=11.051 Z=-51.719,X=36.329 Y=10.613 Z=-52.127,X=38.431 Y=9.976 Z=-53.790,X=39.044 Y=11.355 Z=-56.225,X=31.816 Y=12.833 Z=-52.758,X=35.710 Y=13.011 Z=-52.843,X=37.749 Y=12.343 Z=-54.411,X=36.866 Y=13.429 Z=-56.886,X=26.837 Y=13.610 Z=-54.955,X=31.265 Y=14.400 Z=-54.177,X=34.249 Y=15.126 Z=-54.116,X=35.717 Y=14.574 Z=-55.407,X=0.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=0.000,X=-4.532 Y=-11.313 Z=-6.222,X=-1.050 Y=-2.007 Z=-1.155,X=-2.662 Y=-3.664 Z=-2.066,X=-4.139 Y=-6.135 Z=-3.579,X=-4.523 Y=-9.178 Z=-4.995,X=-2.250 Y=-14.401 Z=-7.018,X=-2.355 Y=-9.600 Z=-0.732,X=-2.468 Y=-12.875 Z=-2.641,X=-2.433 Y=-13.902 Z=-4.843,X=0.166 Y=-15.812 Z=-6.706,X=-0.173 Y=-9.565 Z=-0.254,X=0.101 Y=-13.460 Z=-2.038,X=0.168 Y=-14.927 Z=-4.369,X=2.145 Y=-14.619 Z=-6.419,X=1.747 Y=-8.869 Z=-0.653,X=2.487 Y=-12.499 Z=-1.870,X=2.494 Y=-13.941 Z=-4.103,X=3.987 Y=-12.227 Z=-5.812,X=2.300 Y=-3.407 Z=-0.942,X=3.505 Y=-7.790 Z=-1.369,X=4.611 Y=-10.578 Z=-2.031,X=4.586 Y=-11.566 Z=-3.805,P=-19.377496 Y=176.427972 R=75.829154,P=-19.377496 Y=176.427972 R=75.829154,P=11.545737 Y=171.281323 R=170.574444,P=-2.075319 Y=130.410157 R=136.033984,P=3.901938 Y=142.670243 R=168.632228,P=3.318364 Y=164.078352 R=160.390987,P=11.545737 Y=171.281323 R=170.574444,P=58.725198 Y=156.886174 R=70.744110,P=9.612817 Y=167.574995 R=81.768180,P=43.810357 Y=159.687363 R=74.906689,P=58.725198 Y=156.886174 R=70.744110,P=49.414936 Y=153.433016 R=55.717741,P=5.441992 Y=174.113559 R=74.465326,P=37.152252 Y=163.112953 R=68.792304,P=49.414935 Y=153.433015 R=55.717740,P=50.024174 Y=137.473569 R=36.984657,P=1.284776 Y=-177.446154 R=67.394776,P=36.211741 Y=161.791389 R=55.441681,P=50.024174 Y=137.473569 R=36.984657,P=44.013274 Y=130.933861 R=17.387579,P=-9.899383 Y=-169.879360 R=48.197281,P=-1.114945 Y=-166.450967 R=57.943380,P=39.548131 Y=159.134279 R=36.248230,P=44.013274 Y=130.933861 R=17.387579,P=0.000000 Y=90.000000 R=90.000000,P=0.000000 Y=90.000000 R=90.000000,P=31.231523 Y=92.699405 R=-174.865009,P=21.479520 Y=45.761373 R=132.246418,P=27.697233 Y=59.119938 R=170.235789,P=24.767632 Y=82.759699 R=171.203932,P=31.231523 Y=92.699405 R=-174.865009,P=79.002229 Y=111.126690 R=110.933413,P=30.217411 Y=88.048708 R=94.632374,P=65.009789 Y=91.963637 R=94.515600,P=79.002229 Y=111.126690 R=110.933413,P=71.712829 Y=85.910200 R=74.242245,P=24.618105 Y=94.019185 R=89.225986,P=57.868996 Y=92.640468 R=86.768807,P=71.712829 Y=85.910199 R=74.242244,P=73.845468 Y=51.271716 R=34.539330,P=18.310508 Y=101.505383 R=84.405936,P=57.287354 Y=90.230345 R=72.173146,P=73.845468 Y=51.271716 R=34.539330,P=67.407671 Y=39.630510 R=8.732103,P=5.368746 Y=105.384596 R=66.581602,P=12.563715 Y=111.548776 R=77.621296,P=61.084985 Y=88.175372 R=52.846154,P=67.407671 Y=39.630510 R=8.732103
1717420084,445,16,X=23.012 Y=11.841 Z=-54.696,X=23.012 Y=11.841 Z=-54.696,X=34.925 Y=5.172 Z=-55.612,X=25.106 Y=10.407 Z=-54.849,X=26.717 Y=8.517 Z=-54.764,X=29.297 Y=6.552 Z=-54.992,X=32.542 Y=5.630 Z=-55.196,X=38.400 Y=6.975 Z=-55.849,X=31.948 Y=8.818 Z=-51.657,X=35.598 Y=8.013 Z=-52.298,X=37.241 Y=7.404 Z=-53.982,X=39.978 Y=9.303 Z=-55.653,X=32.077 Y=11.047 Z=-51.737,X=36.328 Y=10.611 Z=-52.146,X=38.431 Y=9.975 Z=-53.808,X=39.053 Y=11.361 Z=-56.232,X=31.814 Y=12.829 Z=-52.776,X=35.708 Y=13.011 Z=-52.858,X=37.751 Y=12.346 Z=-54.422,X=36.875 Y=13.442 Z=-56.895,X=26.832 Y=13.606 Z=-54.968,X=31.261 Y=14.396 Z=-54.194,X=34.244 Y=15.128 Z=-54.130,X=35.717 Y=14.582 Z=-55.418,X=0.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=0.000,X=-4.530 Y=-11.316 Z=-6.220,X=-1.050 Y=-2.007 Z=-1.155,X=-2.662 Y=-3.664 Z=-2.067,X=-4.137 Y=-6.136 Z=-3.578,X=-4.521 Y=-9.180 Z=-4.994,X=-2.250 Y=-14.407 Z=-7.015,X=-2.355 Y=-9.600 Z=-0.732,X=-2.467 Y=-12.876 Z=-2.640,X=-2.432 Y=-13.905 Z=-4.841,X=0.168 Y=-15.822 Z=-6.699,X=-0.173 Y=-9.565 Z=-0.254,X=0.102 Y=-13.461 Z=-2.035,X=0.170 Y=-14.932 Z=-4.363,X=2.153 Y=-14.639 Z=-6.403,X=1.747 Y=-8.869 Z=-0.653,X=2.488 Y=-12.502 Z=-1.863,X=2.499 Y=-13.951 Z=-4.090,X=4.003 Y=-12.246 Z=-5.798,X=2.300 Y=-3.407 Z=-0.942,X=3.505 Y=-7.790 Z=-1.369,X=4.615 Y=-10.579 Z=-2.023,X=4.595 Y=-11.574 Z=-3.793,P=-19.301863 Y=176.434915 R=75.817178,P=-19.301863 Y=176.434915 R=75.817178,P=11.634136 Y=171.266840 R=170.576156,P=-2.016004 Y=130.432030 R=135.971068,P=3.984208 Y=142.684783 R=168.592547,P=3.414711 Y=164.110157 R=160.386114,P=11.634136 Y=171.266840 R=170.576156,P=58.769239 Y=156.836198 R=70.697074,P=9.684463 Y=167.557666 R=81.750534,P=43.866177 Y=159.651753 R=74.872426,P=58.769239 Y=156.836198 R=70.697074,P=49.408094 Y=153.437953 R=55.703549,P=5.450004 Y=174.125038 R=74.454937,P=37.139029 Y=163.125869 R=68.783315,P=49.408094 Y=153.437954 R=55.703549,P=49.983578 Y=137.581265 R=37.040165,P=1.253120 Y=-177.392188 R=67.390282,P=36.164544 Y=161.864231 R=55.458870,P=49.983578 Y=137.581265 R=37.040165,P=43.979720 Y=131.255254 R=17.555049,P=-9.823226 Y=-169.877585 R=48.204309,P=-1.129920 Y=-166.328509 R=57.954900,P=39.478057 Y=159.385074 R=36.348500,P=43.979720 Y=131.255254 R=17.555049,P=0.000000 Y=90.000000 R=90.000001,P=0.000000 Y=90.000000 R=90.000001,P=31.248548 Y=92.688295 R=-174.847865,P=21.495496 Y=45.778193 R=132.252562,P=27.722458 Y=59.137781 R=170.254909,P=24.786354 Y=82.797708 R=171.240448,P=31.248548 Y=92.688295 R=-174.847865,P=78.982201 Y=111.060636 R=110.885475,P=30.219710 Y=88.030093 R=94.631262,P=64.998980 Y=91.941375 R=94.511426,P=78.982201 Y=111.060636 R=110.885475,P=71.634466 Y=85.932634 R=74.273854,P=24.550713 Y=94.010826 R=89.225590,P=57.781146 Y=92.636434 R=86.773049,P=71.634466 Y=85.932636 R=74.273855,P=73.757559 Y=51.680391 R=34.943248,P=18.192236 Y=101.523483 R=84.409115,P=57.153445 Y=90.298835 R=72.230885,P=73.757559 Y=51.680391 R=34.943248,P=67.369594 Y=40.360149 R=9.396366,P=5.368744 Y=105.384596 R=66.581606,P=12.438124 Y=111.632957 R=77.641839,P=60.890910 Y=88.512365 R=53.109012,P=67.369594 Y=40.360149 R=9.396366
